mac,endpoint_identity_group,oui,organization,description,desk,switch,port,site
00:04:F2:3C:12:93,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057367,amyer-sw-02,Gi1/0/2,am-yerevan
10:E7:C6:A5:40:F7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057367,amyer-sw-02,Gi1/0/2,am-yerevan
00:04:F2:FC:4E:68,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057368,amyer-sw-02,Gi1/0/3,am-yerevan
10:E7:C6:E2:5C:5D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057368,amyer-sw-02,Gi1/0/3,am-yerevan
00:04:F2:6E:03:C8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057369,amyer-sw-02,Gi1/0/4,am-yerevan
10:E7:C6:BB:A0:A7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057369,amyer-sw-02,Gi1/0/4,am-yerevan
00:04:F2:E7:6E:AC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057370,amyer-sw-02,Gi1/0/5,am-yerevan
10:E7:C6:15:BB:F3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057370,amyer-sw-02,Gi1/0/5,am-yerevan
00:04:F2:2E:83:D3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057371,amyer-sw-03,Gi1/0/1,am-yerevan
10:E7:C6:06:98:10,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057371,amyer-sw-03,Gi1/0/1,am-yerevan
00:04:F2:1E:EE:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057372,amyer-sw-03,Gi1/0/2,am-yerevan
10:E7:C6:2C:5E:EE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057372,amyer-sw-03,Gi1/0/2,am-yerevan
00:04:F2:94:C6:12,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057373,amyer-sw-03,Gi1/0/3,am-yerevan
10:E7:C6:00:CF:64,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057373,amyer-sw-03,Gi1/0/3,am-yerevan
00:04:F2:BE:64:71,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057374,amyer-sw-03,Gi1/0/4,am-yerevan
10:E7:C6:30:EF:9F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057374,amyer-sw-03,Gi1/0/4,am-yerevan
00:04:F2:52:88:57,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057375,amyer-sw-03,Gi1/0/5,am-yerevan
10:E7:C6:3B:7A:95,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057375,amyer-sw-03,Gi1/0/5,am-yerevan
00:04:F2:68:B1:94,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057376,amyer-sw-04,Gi1/0/1,am-yerevan
10:E7:C6:03:83:27,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057376,amyer-sw-04,Gi1/0/1,am-yerevan
00:04:F2:6C:77:CA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057377,amyer-sw-04,Gi1/0/2,am-yerevan
10:E7:C6:5F:3C:E4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057377,amyer-sw-04,Gi1/0/2,am-yerevan
00:04:F2:6C:0D:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057378,amyer-sw-04,Gi1/0/3,am-yerevan
10:E7:C6:BE:6F:66,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057378,amyer-sw-04,Gi1/0/3,am-yerevan
00:04:F2:9A:0C:E9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057379,amyer-sw-04,Gi1/0/4,am-yerevan
10:E7:C6:F9:DA:5B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057379,amyer-sw-04,Gi1/0/4,am-yerevan
00:04:F2:E2:B1:DC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057380,amyer-sw-04,Gi1/0/5,am-yerevan
10:E7:C6:96:0B:11,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057380,amyer-sw-04,Gi1/0/5,am-yerevan
00:04:F2:6D:EB:5D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057381,amyer-sw-05,Gi1/0/1,am-yerevan
10:E7:C6:F7:59:A7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057381,amyer-sw-05,Gi1/0/1,am-yerevan
00:04:F2:F9:F1:94,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057382,amyer-sw-05,Gi1/0/2,am-yerevan
10:E7:C6:26:D7:57,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057382,amyer-sw-05,Gi1/0/2,am-yerevan
00:04:F2:CD:96:75,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057383,amyer-sw-05,Gi1/0/3,am-yerevan
10:E7:C6:60:54:C7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057383,amyer-sw-05,Gi1/0/3,am-yerevan
00:04:F2:8D:DE:DA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057384,amyer-sw-05,Gi1/0/4,am-yerevan
10:E7:C6:16:52:5C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057384,amyer-sw-05,Gi1/0/4,am-yerevan
00:04:F2:51:12:A0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057385,amyer-sw-05,Gi1/0/5,am-yerevan
10:E7:C6:2E:63:DA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057385,amyer-sw-05,Gi1/0/5,am-yerevan
00:04:F2:BF:5F:8D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057386,amyer-sw-06,Gi1/0/1,am-yerevan
10:E7:C6:38:5D:F4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057386,amyer-sw-06,Gi1/0/1,am-yerevan
00:04:F2:79:C3:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057387,amyer-sw-06,Gi1/0/2,am-yerevan
10:E7:C6:66:2A:08,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057387,amyer-sw-06,Gi1/0/2,am-yerevan
00:04:F2:C6:FA:FE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057388,amyer-sw-06,Gi1/0/3,am-yerevan
10:E7:C6:14:BA:5D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057388,amyer-sw-06,Gi1/0/3,am-yerevan
00:04:F2:AE:EA:64,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057389,amyer-sw-06,Gi1/0/4,am-yerevan
10:E7:C6:27:21:B9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057389,amyer-sw-06,Gi1/0/4,am-yerevan
00:04:F2:94:1F:5D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057390,amyer-sw-06,Gi1/0/5,am-yerevan
10:E7:C6:4A:FB:C6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057390,amyer-sw-06,Gi1/0/5,am-yerevan
00:04:F2:75:D6:7A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057391,amyer-sw-07,Gi1/0/1,am-yerevan
10:E7:C6:46:05:E9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057391,amyer-sw-07,Gi1/0/1,am-yerevan
00:04:F2:C5:E8:CE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057392,amyer-sw-07,Gi1/0/2,am-yerevan
10:E7:C6:C1:20:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057392,amyer-sw-07,Gi1/0/2,am-yerevan
00:04:F2:C8:C6:C3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057393,amyer-sw-07,Gi1/0/3,am-yerevan
10:E7:C6:9A:A3:51,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057393,amyer-sw-07,Gi1/0/3,am-yerevan
00:04:F2:0B:9F:A6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057394,amyer-sw-07,Gi1/0/4,am-yerevan
10:E7:C6:F8:49:E6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057394,amyer-sw-07,Gi1/0/4,am-yerevan
00:04:F2:FB:EF:C8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057395,amyer-sw-07,Gi1/0/5,am-yerevan
10:E7:C6:3E:9F:5E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057395,amyer-sw-07,Gi1/0/5,am-yerevan
00:04:F2:62:31:BF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057396,amyer-sw-08,Gi1/0/1,am-yerevan
10:E7:C6:C3:34:CB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057396,amyer-sw-08,Gi1/0/1,am-yerevan
00:04:F2:B5:8A:6B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057397,amyer-sw-08,Gi1/0/2,am-yerevan
10:E7:C6:E6:D4:5A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057397,amyer-sw-08,Gi1/0/2,am-yerevan
00:04:F2:6D:B0:F3,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057398,amyer-sw-08,Gi1/0/3,am-yerevan
10:E7:C6:73:2F:55,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057398,amyer-sw-08,Gi1/0/3,am-yerevan
00:04:F2:AD:AF:BE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057399,amyer-sw-08,Gi1/0/4,am-yerevan
10:E7:C6:71:A5:EA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057399,amyer-sw-08,Gi1/0/4,am-yerevan
00:04:F2:D3:CD:9C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057400,amyer-sw-08,Gi1/0/5,am-yerevan
10:E7:C6:1D:70:00,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057400,amyer-sw-08,Gi1/0/5,am-yerevan
00:04:F2:F4:F3:EC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057401,amyer-sw-09,Gi1/0/1,am-yerevan
10:E7:C6:70:F9:53,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057401,amyer-sw-09,Gi1/0/1,am-yerevan
00:04:F2:5F:59:28,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057402,amyer-sw-09,Gi1/0/2,am-yerevan
10:E7:C6:9C:5F:CF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057402,amyer-sw-09,Gi1/0/2,am-yerevan
00:04:F2:4E:BE:32,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057403,amyer-sw-09,Gi1/0/3,am-yerevan
10:E7:C6:E6:F0:DB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057403,amyer-sw-09,Gi1/0/3,am-yerevan
00:04:F2:CA:F1:77,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057404,amyer-sw-09,Gi1/0/4,am-yerevan
10:E7:C6:AF:F4:CA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057404,amyer-sw-09,Gi1/0/4,am-yerevan
00:04:F2:57:9F:8B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057405,amyer-sw-09,Gi1/0/5,am-yerevan
10:E7:C6:6D:C1:A8,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057405,amyer-sw-09,Gi1/0/5,am-yerevan
00:04:F2:50:9F:2B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057406,amyer-sw-10,Gi1/0/1,am-yerevan
10:E7:C6:E9:7B:F5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057406,amyer-sw-10,Gi1/0/1,am-yerevan
00:04:F2:7B:A4:B7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057407,amyer-sw-10,Gi1/0/2,am-yerevan
10:E7:C6:02:F4:C8,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057407,amyer-sw-10,Gi1/0/2,am-yerevan
00:04:F2:98:DB:69,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057408,amyer-sw-10,Gi1/0/3,am-yerevan
10:E7:C6:62:92:5F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057408,amyer-sw-10,Gi1/0/3,am-yerevan
00:04:F2:16:94:61,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057409,amyer-sw-10,Gi1/0/4,am-yerevan
10:E7:C6:5E:F0:1A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057409,amyer-sw-10,Gi1/0/4,am-yerevan
00:04:F2:68:63:DA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057410,amyer-sw-10,Gi1/0/5,am-yerevan
10:E7:C6:33:E3:AD,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057410,amyer-sw-10,Gi1/0/5,am-yerevan
00:04:F2:2B:CF:44,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057411,amyer-sw-11,Gi1/0/1,am-yerevan
10:E7:C6:86:3C:63,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057411,amyer-sw-11,Gi1/0/1,am-yerevan
00:04:F2:BC:57:D6,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057412,amyer-sw-11,Gi1/0/2,am-yerevan
10:E7:C6:4B:54:29,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057412,amyer-sw-11,Gi1/0/2,am-yerevan
00:04:F2:AC:A7:74,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057413,amyer-sw-11,Gi1/0/3,am-yerevan
10:E7:C6:00:8D:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057413,amyer-sw-11,Gi1/0/3,am-yerevan
00:04:F2:9E:ED:37,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057414,amyer-sw-11,Gi1/0/4,am-yerevan
10:E7:C6:F4:8F:46,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057414,amyer-sw-11,Gi1/0/4,am-yerevan
00:04:F2:15:AA:7D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057415,amyer-sw-11,Gi1/0/5,am-yerevan
10:E7:C6:EA:89:EA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057415,amyer-sw-11,Gi1/0/5,am-yerevan
00:04:F2:61:1C:9B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057416,amyer-sw-12,Gi1/0/1,am-yerevan
10:E7:C6:63:FF:41,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057416,amyer-sw-12,Gi1/0/1,am-yerevan
00:04:F2:4C:19:E1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057417,amyer-sw-12,Gi1/0/2,am-yerevan
10:E7:C6:BC:43:B0,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057417,amyer-sw-12,Gi1/0/2,am-yerevan
00:04:F2:31:F6:F4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057418,amyer-sw-12,Gi1/0/3,am-yerevan
10:E7:C6:9D:90:36,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057418,amyer-sw-12,Gi1/0/3,am-yerevan
00:04:F2:92:6A:2F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057419,amyer-sw-12,Gi1/0/4,am-yerevan
10:E7:C6:F6:4F:AE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057419,amyer-sw-12,Gi1/0/4,am-yerevan
00:04:F2:9D:BF:D0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057420,amyer-sw-12,Gi1/0/5,am-yerevan
10:E7:C6:E3:9F:D1,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057420,amyer-sw-12,Gi1/0/5,am-yerevan
00:04:F2:4D:2E:F2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057421,amyer-sw-13,Gi1/0/1,am-yerevan
10:E7:C6:FE:33:03,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057421,amyer-sw-13,Gi1/0/1,am-yerevan
00:04:F2:72:BD:91,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057422,amyer-sw-13,Gi1/0/2,am-yerevan
10:E7:C6:4D:4B:68,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057422,amyer-sw-13,Gi1/0/2,am-yerevan
00:04:F2:E9:29:9B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057423,amyer-sw-13,Gi1/0/3,am-yerevan
10:E7:C6:54:0C:BB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057423,amyer-sw-13,Gi1/0/3,am-yerevan
00:04:F2:51:24:B5,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057424,amyer-sw-13,Gi1/0/4,am-yerevan
10:E7:C6:98:3A:0D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057424,amyer-sw-13,Gi1/0/4,am-yerevan
00:04:F2:E3:98:EA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057425,amyer-sw-13,Gi1/0/5,am-yerevan
10:E7:C6:4D:96:C5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057425,amyer-sw-13,Gi1/0/5,am-yerevan
00:04:F2:DF:3B:25,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057426,amyer-sw-14,Gi1/0/1,am-yerevan
10:E7:C6:5E:D2:C4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057426,amyer-sw-14,Gi1/0/1,am-yerevan
00:04:F2:84:86:1C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057427,amyer-sw-14,Gi1/0/2,am-yerevan
10:E7:C6:6C:32:C5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057427,amyer-sw-14,Gi1/0/2,am-yerevan
00:04:F2:5E:86:18,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057428,amyer-sw-14,Gi1/0/3,am-yerevan
10:E7:C6:33:A7:4A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057428,amyer-sw-14,Gi1/0/3,am-yerevan
00:04:F2:74:2E:BD,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057429,amyer-sw-14,Gi1/0/4,am-yerevan
10:E7:C6:B3:BF:03,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057429,amyer-sw-14,Gi1/0/4,am-yerevan
00:04:F2:36:2C:F2,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057430,amyer-sw-14,Gi1/0/5,am-yerevan
10:E7:C6:EF:67:80,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057430,amyer-sw-14,Gi1/0/5,am-yerevan
00:04:F2:E3:3A:11,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057431,amyer-sw-15,Gi1/0/1,am-yerevan
10:E7:C6:BD:9A:0F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057431,amyer-sw-15,Gi1/0/1,am-yerevan
00:04:F2:CC:EB:8B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057432,amyer-sw-15,Gi1/0/2,am-yerevan
10:E7:C6:5B:40:D9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057432,amyer-sw-15,Gi1/0/2,am-yerevan
00:04:F2:8D:DE:E4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057433,amyer-sw-15,Gi1/0/3,am-yerevan
10:E7:C6:09:7E:A9,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057433,amyer-sw-15,Gi1/0/3,am-yerevan
00:04:F2:DD:51:F0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057434,amyer-sw-15,Gi1/0/4,am-yerevan
10:E7:C6:FA:60:FA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057434,amyer-sw-15,Gi1/0/4,am-yerevan
00:04:F2:78:C0:D8,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057435,amyer-sw-15,Gi1/0/5,am-yerevan
10:E7:C6:D4:FF:70,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057435,amyer-sw-15,Gi1/0/5,am-yerevan
00:04:F2:42:AC:58,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057436,amyer-sw-16,Gi1/0/1,am-yerevan
10:E7:C6:03:87:A7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057436,amyer-sw-16,Gi1/0/1,am-yerevan
00:04:F2:0D:42:8E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057437,amyer-sw-16,Gi1/0/2,am-yerevan
10:E7:C6:75:01:60,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057437,amyer-sw-16,Gi1/0/2,am-yerevan
00:04:F2:0A:F3:93,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057438,amyer-sw-16,Gi1/0/3,am-yerevan
10:E7:C6:B0:2A:4C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057438,amyer-sw-16,Gi1/0/3,am-yerevan
00:04:F2:21:AD:DF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057439,amyer-sw-16,Gi1/0/4,am-yerevan
10:E7:C6:1B:8B:02,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057439,amyer-sw-16,Gi1/0/4,am-yerevan
00:04:F2:54:79:7B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057440,amyer-sw-16,Gi1/0/5,am-yerevan
10:E7:C6:09:F6:10,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057440,amyer-sw-16,Gi1/0/5,am-yerevan
00:04:F2:13:EB:34,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057441,amyer-sw-17,Gi1/0/1,am-yerevan
10:E7:C6:2A:FB:0D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057441,amyer-sw-17,Gi1/0/1,am-yerevan
00:04:F2:59:33:AE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057442,amyer-sw-17,Gi1/0/2,am-yerevan
10:E7:C6:65:4C:AB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057442,amyer-sw-17,Gi1/0/2,am-yerevan
00:04:F2:DD:03:EC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057443,amyer-sw-17,Gi1/0/3,am-yerevan
10:E7:C6:57:C8:80,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057443,amyer-sw-17,Gi1/0/3,am-yerevan
00:04:F2:3B:0D:61,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057444,amyer-sw-17,Gi1/0/4,am-yerevan
10:E7:C6:35:10:D7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057444,amyer-sw-17,Gi1/0/4,am-yerevan
00:04:F2:28:F5:1A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057445,amyer-sw-17,Gi1/0/5,am-yerevan
10:E7:C6:E3:1F:4A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057445,amyer-sw-17,Gi1/0/5,am-yerevan
00:04:F2:2C:B5:19,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057446,amyer-sw-18,Gi1/0/1,am-yerevan
10:E7:C6:8E:C7:AA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057446,amyer-sw-18,Gi1/0/1,am-yerevan
00:04:F2:13:C7:3E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057447,amyer-sw-18,Gi1/0/2,am-yerevan
10:E7:C6:C2:E1:96,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057447,amyer-sw-18,Gi1/0/2,am-yerevan
00:04:F2:7F:08:C0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-057448,amyer-sw-18,Gi1/0/3,am-yerevan
10:E7:C6:18:CB:D5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-057448,amyer-sw-18,Gi1/0/3,am-yerevan
