MACAddress,EndPointPolicy,IdentityGroup,Description,DeviceRegistrationStatus,BYODRegistration,Device Type,EmailAddress,ip,FirstName,host-name,LastName,MDMServerID,MDMServerName,MDMEnrolled,Location,PortalUser,User-Name,StaticAssignment,StaticGroupAssignment,MDMOSVersion,PortalUser.FirstName,PortalUser.LastName,PortalUser.EmailAddress,PortalUser.PhoneNumber,PortalUser.GuestType,PortalUser.GuestStatus,PortalUser.Location,PortalUser.GuestSponsor,PortalUser.CreationType,AUPAccepted
00:04:F2:BE:E5:56,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D0:67:22,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D6:92:E7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:63:AD:24,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0F:DF:AD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:12:48:B0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:61:F8:B3,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C6:08:CB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0D:3F:65,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D2:CC:93,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:15:E7:31,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:02:B7:6E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DA:88:44,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:E5:46:73,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D9:9D:12,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:05:07:06,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D7:9C:AB,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:30:C0:26,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C7:AA:8F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:1C:64:84,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:71:D9:FC,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:8B:18:11,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9E:5F:4E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:E9:16:29,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:08:50:99,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:96:56:E2,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:4F:98:1C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:41:7F:17,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DB:EE:02,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:9F:A3:00,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C8:69:60,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A1:DF:EC,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F9:C1:59,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:93:9E:BA,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:00:47:8B,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:26:CF:8F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AD:7B:48,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C8:4F:38,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0B:27:2D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:1F:0A:18,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AF:9D:0F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:69:1A:5E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9F:9F:9A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:49:3A:33,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:71:7E:FB,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:11:E4:8B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B7:E6:6C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:7B:94:94,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:31:FA:35,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D4:1C:BC,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:23:48:5F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:51:F5:E5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:34:8C:FE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:93:4E:1E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:21:A2:51,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:E2:A3:3A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:82:DD:8F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:78:75:C3,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:48:B5:BF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F6:18:0A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D6:33:E6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:55:F0:DE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:BB:88:BE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D4:64:92,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C9:AE:69,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:44:A3:80,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:44:5C:EA,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A7:C1:C5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:16:5A:5A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:71:4F:BE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:74:6B:00,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:79:6E:38,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D6:D9:8E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:5A:E2:0B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:1C:3E:94,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:BC:E5:2A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F8:BA:45,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:72:CE:63,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:39:18:2C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:4E:DF:7B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:84:99:12,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:1A:D6:90,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AF:BD:20,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:86:BB:BA,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0B:C4:49,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:25:26:E6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D4:B3:9D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:77:6A:CE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:8C:9A:1F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:85:04:C5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:EB:9E:E8,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:30:CB:DE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DC:FA:B5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B9:EC:31,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:89:7E:79,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:69:5F:7C,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D1:8E:57,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:05:F3:E6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C1:70:E8,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B2:51:91,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DD:4A:6D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A2:CF:AC,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:54:FA:B3,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:EC:DA:7C,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:BD:96:3A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:AB:D6:C0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:E3:15:23,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B4:0A:5D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F0:B6:18,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F0:9D:46,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F7:F1:5D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:72:58:04,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C4:9B:FD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:05:F1:AF,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:8D:2F:61,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:94:72:D0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:76:48:7D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:03:AA:12,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9F:E5:24,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:94:B3:5F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:74:56:58,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:FE:0E:3D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:42:6E:00,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:2C:AE:4A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D8:88:DF,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DC:B4:C8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:CD:5E:33,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:4C:41:EB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:75:66:F2,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:92:37:BB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AD:2A:CB,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C1:A4:1F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:4D:19:FD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:92:31:DA,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:CF:B5:D8,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:33:8B:7A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:6B:D1:2D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:FC:3E:40,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:5D:4A:30,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A4:24:D8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AF:8D:72,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:30:A0:97,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D7:FC:8E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:44:35:57,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:44:CA:C4,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:CF:EB:BB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:12:C3:48,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:03:42:77,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:89:7D:04,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:33:F8:1D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:6F:CF:A0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:1A:1A:3B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F7:C3:AE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:73:6D:4F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:00:E3:B6,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F9:01:AF,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F4:21:62,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:03:97:09,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:3A:9E:8D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
